# {"t_start": 1652737399.0606856, "env_id": "FetchPickAndPlace-v1"} 
r,l,t
-50.0,50,1428.572404
-50.0,50,1430.190466
-48.0,50,1431.806592
-50.0,50,1433.411489
-50.0,50,1434.993368
-50.0,50,1436.638019
-50.0,50,1438.214795
-50.0,50,1439.931885
-50.0,50,1441.508366
-50.0,50,1443.13108
-50.0,50,1444.738882
0.0,50,1446.309899
-50.0,50,1447.923181
-50.0,50,1449.479655
-50.0,50,1451.104625
-50.0,50,1451.406209
-50.0,50,1451.727637
-50.0,50,1452.08284
-50.0,50,1452.421188
-50.0,50,1452.729473
-50.0,50,1453.075815
-50.0,50,1453.414862
-50.0,50,1453.736568
-50.0,50,1454.049019
-50.0,50,1454.372866
-50.0,50,1455.961181
-50.0,50,1457.593937
-50.0,50,1459.206737
-50.0,50,1460.813673
-50.0,50,1462.38591
-50.0,50,1463.981947
-50.0,50,1465.5981
0.0,50,1467.213207
-50.0,50,1468.981465
-50.0,50,1470.553745
-50.0,50,1472.17457
-50.0,50,1473.760781
-50.0,50,1475.365878
-50.0,50,1476.948252
-50.0,50,1478.537093
-50.0,50,1480.128354
-50.0,50,1481.72646
-16.0,50,1483.334669
-50.0,50,1484.934985
-50.0,50,1486.528936
-50.0,50,1488.124085
-50.0,50,1489.704293
-50.0,50,1491.294122
-50.0,50,1492.876551
-50.0,50,1494.461599
-50.0,50,1496.062313
-50.0,50,1497.67096
-50.0,50,1499.379792
-50.0,50,1501.013647
-50.0,50,1502.621554
-50.0,50,1504.226805
-50.0,50,1505.837507
-50.0,50,1507.445207
-50.0,50,1509.049053
-43.0,50,1510.662738
-50.0,50,1512.322264
-50.0,50,1513.919462
-50.0,50,1515.539165
-50.0,50,1517.132637
-50.0,50,1518.735374
-50.0,50,1520.348146
-48.0,50,1521.944823
-38.0,50,1523.554173
-50.0,50,1525.134108
-50.0,50,1526.755449
-50.0,50,1528.337407
-50.0,50,1530.076384
-50.0,50,1531.693854
-50.0,50,1533.284399
-50.0,50,1534.913002
-50.0,50,1535.244435
-25.0,50,1535.565136
-50.0,50,1535.88811
-50.0,50,1536.227239
-50.0,50,1536.557564
-50.0,50,1536.886273
-50.0,50,1537.202549
0.0,50,1537.50788
-50.0,50,1537.82292
-50.0,50,1538.314973
-50.0,50,1539.902625
-50.0,50,1541.480649
-50.0,50,1543.097634
-50.0,50,1544.685323
-50.0,50,1546.293825
-50.0,50,1547.88598
-50.0,50,1549.504781
-50.0,50,1551.097573
-50.0,50,1552.689193
-50.0,50,1554.299051
-50.0,50,1555.894328
-50.0,50,1557.525552
-50.0,50,1559.233497
-50.0,50,1560.842486
0.0,50,1562.422372
-50.0,50,1564.021561
-50.0,50,1565.629559
-50.0,50,1567.221207
-50.0,50,1568.854533
-50.0,50,1570.431251
-50.0,50,1572.05257
-50.0,50,1573.633387
-50.0,50,1575.264345
-50.0,50,1576.881795
-19.0,50,1578.452722
-50.0,50,1580.039912
-50.0,50,1581.654488
-50.0,50,1583.240959
-50.0,50,1584.887216
-50.0,50,1586.484575
-50.0,50,1588.077602
-50.0,50,1589.802926
-50.0,50,1591.412144
-50.0,50,1593.030133
-50.0,50,1594.637718
