# {"t_start": 1652785593.9837594, "env_id": "FetchPush-v1"} 
r,l,t
-50.0,50,1171.937166
-50.0,50,1173.583116
-50.0,50,1175.259575
-50.0,50,1176.951184
-50.0,50,1178.746184
-50.0,50,1180.40336
-50.0,50,1182.082201
-50.0,50,1183.785054
-50.0,50,1185.439864
0.0,50,1187.092098
-50.0,50,1188.759001
-50.0,50,1190.42556
-50.0,50,1192.109794
-50.0,50,1193.772163
-47.0,50,1195.424268
0.0,50,1197.067625
-50.0,50,1198.756684
-50.0,50,1200.432134
-50.0,50,1202.09713
-50.0,50,1203.796349
-50.0,50,1205.448138
-50.0,50,1207.159202
-50.0,50,1208.948575
-50.0,50,1210.605402
-50.0,50,1212.264881
-50.0,50,1213.90852
-50.0,50,1215.570168
-50.0,50,1217.194868
0.0,50,1218.867589
-50.0,50,1220.522914
-50.0,50,1222.185909
-50.0,50,1223.846481
-50.0,50,1225.54096
-50.0,50,1227.183492
-50.0,50,1228.867632
-50.0,50,1230.544133
0.0,50,1232.214909
-50.0,50,1232.562953
-50.0,50,1232.943941
-50.0,50,1233.29006
-50.0,50,1233.621518
-50.0,50,1233.970874
-50.0,50,1234.336825
-50.0,50,1234.676804
-50.0,50,1235.025431
-5.0,50,1235.356325
-50.0,50,1235.68333
-50.0,50,1237.390615
0.0,50,1239.186474
-50.0,50,1240.895096
-50.0,50,1242.539843
-50.0,50,1244.192565
-50.0,50,1245.891928
-50.0,50,1247.531923
-50.0,50,1249.182205
-50.0,50,1250.912563
-50.0,50,1252.566982
-50.0,50,1254.256356
-50.0,50,1255.933428
-50.0,50,1257.568345
-50.0,50,1259.231058
-50.0,50,1260.89279
-50.0,50,1262.5553
-50.0,50,1264.204236
-50.0,50,1265.850654
-50.0,50,1267.520053
-50.0,50,1269.299159
-50.0,50,1270.989202
-50.0,50,1272.620171
0.0,50,1274.314704
-50.0,50,1275.978517
-50.0,50,1277.626427
-50.0,50,1279.313946
-50.0,50,1280.97602
-50.0,50,1282.642637
-50.0,50,1284.313532
-50.0,50,1285.979583
-50.0,50,1287.644068
-50.0,50,1289.344241
0.0,50,1290.995345
-50.0,50,1292.677137
-50.0,50,1294.32874
-50.0,50,1295.9718
0.0,50,1297.619701
-50.0,50,1299.448318
-50.0,50,1301.095308
-50.0,50,1302.767796
-50.0,50,1304.433021
-50.0,50,1306.113463
-26.0,50,1307.788062
-50.0,50,1309.482651
-50.0,50,1311.154888
-50.0,50,1312.803664
-50.0,50,1314.456921
-50.0,50,1316.114748
-50.0,50,1317.768247
-50.0,50,1319.459605
-50.0,50,1319.792476
-50.0,50,1320.134148
-50.0,50,1320.476598
-50.0,50,1320.827351
-50.0,50,1321.146396
0.0,50,1321.491817
-50.0,50,1321.853341
-50.0,50,1322.187364
-50.0,50,1322.50688
-50.0,50,1322.930789
-50.0,50,1324.580915
-50.0,50,1326.244795
-50.0,50,1327.963645
-50.0,50,1329.704744
-50.0,50,1331.375654
-50.0,50,1333.025276
-50.0,50,1334.695936
-50.0,50,1336.361269
-50.0,50,1338.019645
0.0,50,1339.691868
-50.0,50,1341.358354
-42.0,50,1343.003533
0.0,50,1344.662488
-50.0,50,1346.300503
-50.0,50,1347.967099
-50.0,50,1349.637677
-50.0,50,1351.290322
-50.0,50,1352.942075
-50.0,50,1354.589082
-50.0,50,1356.224154
-50.0,50,1357.867126
-50.0,50,1359.647307
-50.0,50,1361.373
-50.0,50,1363.001993
-50.0,50,1364.666791
-50.0,50,1366.344566
-50.0,50,1368.048565
-50.0,50,1369.719567
-50.0,50,1371.42151
-50.0,50,1373.09238
-50.0,50,1374.777813
-50.0,50,1376.411613
-50.0,50,1378.061383
-50.0,50,1379.750298
-50.0,50,1381.445198
-50.0,50,1383.089205
-6.0,50,1384.740911
-50.0,50,1386.390044
-50.0,50,1388.222466
-50.0,50,1389.876483
-50.0,50,1391.525155
-50.0,50,1393.192302
-50.0,50,1394.869347
-50.0,50,1396.502092
-50.0,50,1398.162132
-50.0,50,1399.841813
-50.0,50,1401.488832
-50.0,50,1403.128444
-50.0,50,1404.786892
-50.0,50,1406.476212
0.0,50,1406.826541
-50.0,50,1407.189697
-50.0,50,1407.541055
-50.0,50,1407.896342
-50.0,50,1408.268319
-50.0,50,1408.591876
-50.0,50,1408.924211
0.0,50,1409.252667
-50.0,50,1409.587692
-50.0,50,1409.963626
-50.0,50,1411.61414
-50.0,50,1413.284845
-50.0,50,1414.963513
-50.0,50,1416.646578
-50.0,50,1418.421143
-50.0,50,1420.104579
-50.0,50,1421.772543
-50.0,50,1423.459989
-50.0,50,1425.124878
-50.0,50,1426.776605
-50.0,50,1428.448688
-50.0,50,1430.084237
-50.0,50,1431.762917
-50.0,50,1433.417814
-50.0,50,1435.053553
-50.0,50,1436.753592
-50.0,50,1438.444868
-50.0,50,1440.102173
-50.0,50,1441.779696
-50.0,50,1443.47239
-50.0,50,1445.111029
-50.0,50,1446.79953
-50.0,50,1448.622514
-50.0,50,1450.285806
-50.0,50,1451.954494
-50.0,50,1453.621542
-50.0,50,1455.285794
-50.0,50,1456.957869
-50.0,50,1458.628123
-50.0,50,1460.308194
-46.0,50,1462.001841
-50.0,50,1463.654433
-50.0,50,1465.288105
-50.0,50,1466.946295
-15.0,50,1468.656483
-50.0,50,1470.322262
-50.0,50,1472.004683
-50.0,50,1473.657171
-50.0,50,1475.320388
0.0,50,1477.010757
-50.0,50,1478.7722
-50.0,50,1480.480772
-26.0,50,1482.15708
-50.0,50,1483.824449
-50.0,50,1485.47389
-50.0,50,1487.158364
-50.0,50,1488.851736
-50.0,50,1490.515425
-50.0,50,1492.200065
0.0,50,1493.847283
-50.0,50,1494.171521
-50.0,50,1494.50077
-50.0,50,1494.850176
-50.0,50,1495.217446
0.0,50,1495.594956
-50.0,50,1495.962754
-50.0,50,1496.30928
-50.0,50,1496.65448
-50.0,50,1496.996523
-50.0,50,1497.321324
-50.0,50,1499.013502
-50.0,50,1500.712584
-50.0,50,1502.379725
-50.0,50,1504.048466
-50.0,50,1505.750757
-50.0,50,1507.422144
-50.0,50,1509.199247
-50.0,50,1510.883413
-50.0,50,1512.541414
-50.0,50,1514.240495
-50.0,50,1515.902141
-48.0,50,1517.54688
-50.0,50,1519.28024
-50.0,50,1520.961488
-50.0,50,1522.608061
-50.0,50,1524.27929
-50.0,50,1525.958127
-50.0,50,1527.625388
-50.0,50,1529.300037
-50.0,50,1531.026189
0.0,50,1532.692743
-50.0,50,1534.35278
-50.0,50,1536.023892
-50.0,50,1537.684311
-50.0,50,1539.47676
-50.0,50,1541.174555
-50.0,50,1542.82603
-50.0,50,1544.47647
-50.0,50,1546.143355
-50.0,50,1547.81705
-50.0,50,1549.487921
-50.0,50,1551.159514
0.0,50,1552.842335
-50.0,50,1554.500108
-50.0,50,1556.178767
-50.0,50,1557.812771
-50.0,50,1559.478624
-50.0,50,1561.170838
-50.0,50,1562.89009
-50.0,50,1564.589978
-50.0,50,1566.29738
-50.0,50,1568.084103
-50.0,50,1569.826841
-50.0,50,1571.554215
-50.0,50,1573.260638
-50.0,50,1574.954283
-50.0,50,1576.673334
-50.0,50,1578.401465
-50.0,50,1580.105674
-50.0,50,1581.880782
0.0,50,1582.235737
-50.0,50,1582.586621
-50.0,50,1582.93057
-50.0,50,1583.283417
-50.0,50,1583.641367
-50.0,50,1583.986397
-50.0,50,1584.372793
-50.0,50,1584.751187
-50.0,50,1585.106819
-50.0,50,1585.526531
-50.0,50,1587.225775
-50.0,50,1588.924106
-50.0,50,1590.620951
-50.0,50,1592.331561
-50.0,50,1594.018856
-50.0,50,1595.723023
-50.0,50,1597.416648
-50.0,50,1599.267317
-50.0,50,1600.975542
-50.0,50,1602.665423
-50.0,50,1604.385752
-50.0,50,1606.08239
-50.0,50,1607.766993
-50.0,50,1609.457051
-50.0,50,1611.152734
-50.0,50,1612.857205
-50.0,50,1614.586594
-50.0,50,1616.270583
-50.0,50,1617.973469
-50.0,50,1619.675966
-50.0,50,1621.363531
-50.0,50,1623.067808
-50.0,50,1624.747
-50.0,50,1626.39993
-50.0,50,1628.210546
-50.0,50,1629.868678
-50.0,50,1631.547906
-50.0,50,1633.220552
-50.0,50,1634.87836
-50.0,50,1636.552686
-50.0,50,1638.2197
-50.0,50,1639.883667
-50.0,50,1641.529187
-50.0,50,1643.18092
-50.0,50,1644.83089
-50.0,50,1646.517955
-50.0,50,1648.190574
-50.0,50,1649.857808
-50.0,50,1651.531785
-50.0,50,1653.176747
-50.0,50,1654.861454
